name,brand,price,fret-amount,string-amount,scale,body,body-material
ROCKDALE Akira HSS Black,ROCKDALE,16.7,24,6,26.5,Superstrat,клён
CORT G200-SKB G Series,CORT,24.63,22,6,25.5,Modern stat,тополь
IBANEZ AG95QA-DBS,IBANEZ,89.0,22,6,25.5,другая форма,ясень
GRGM21M-BLT,GRGM21M-BLT,25.5,24,6,22.2,Superstrat,тополь
Fabio ST100 SB,Fabio,8.662,22,6,25.5,Modern stat,красное дерево
MOOER GTRS P800 Pink,MOOER,89.99,24,6,24.5,Stratocaster,красное дерево
MOOER GTRS S800 Red,MOOER,59.99,24,6,26.5,Stratocaster,липа
ARIA PRO II STG-004 BK,ARIA,15.886,22,6,24.5,Superstrat,ольха
MOOER GTRS P800 Red,MOOER,89.99,24,6,25.5,Stratocaster,клён
ARIA STG-62 VW,ARIA,26.99,24,6,25.5,Stratocaster,ольха
ARIA ARIA-111CE MTN,ARIA,25.4,22,6,25.5,Concert,сапеле
JET JS-450 QTBR,JET,36.9,22,6,24.5,Superstrat,тополь
SCHECTER SGR C-1 WSN,SCHECTER,27.39,22,6,25.5,Stratocaster,красное дерево
IBANEZ AS53-SRF,IBANEZ,43.0,24,6,24.7,Stratocaster,клён
STAGG SVY NASHDLX FSB,STAGG,27.445,24,6,25.5,Modern stat,красное дерево
PEAVEY Raptor Custom SLB,PEAVEY,24.7,22,6,26.5,Stratocaster,красное дерево
Russtone RUST-HSS OL,Russtone,17.03,24,6,26.5,Stratocaster,клён
Russtone RULP-HH BK,Russtone,22.265,22,6,25.5,Modern stat,тополь
STAGG SEL-DLX HONEY,STAGG,28.99,24,6,24.5,Stratocaster,тополь
STAGG SEL-DLX DC BST,STAGG,28.99,24,6,26.5,Superstrat,красное дерево
STAGG SET-STD SNB,STAGG,16.35,22,6,25.5,Modern stat,клён
STAGG SET-STD NAT,STAGG,16.35,24,6,26.5,Superstrat,клён
SCHECTER SGR C-7 BLK,SCHECTER,28.99,22,6,25.5,Modern stat,красное дерево
STAGG SES-60 WHB,STAGG,18.49,22,6,25.5,Modern stat,красное дерево
STAGG SES-60 NAT,STAGG,18.49,22,6,24.5,Modern stat,красное дерево
DEAN CADIX F BKS,DEAN,59.988,22,6,25.5,Modern stat,тополь
JET JS-500 RDS,JET,34.7,24,6,26.5,Modern stat,красное дерево
REDHILL LPX200 TRD,REDHILL,31.788,22,6,25.5,Stratocaster,ольха
Fabio LP02 WH,Fabio,13.526,22,6,26.5,Superstrat,тополь
Clevan CP-33FRTWR-GLOSS,Clevan,23.18,22,6,26.5,Stratocaster,красное дерево
Burny RLG60 VCS,Burny,65.99,22,6,26.5,Stratocaster,тополь
Prodipe JMFGS300BRNC,Prodipe,33.84,24,6,24.5,Stratocaster,ольха
Smiger L-ST-K-3TS,Smiger,10.38,24,6,26.5,Superstrat,тополь
G&L Tribute Legacy HB 3-Tone Sunburst MP,G&L,91.0,24,6,26.5,Superstrat,клён
Mooer GTRS M800 Pearl Black,Mooer,69.99,22,6,26.5,Superstrat,красное дерево
KEIPRO KS-Classic S.S.S-R MSR + bag,KEIPRO,32.55,22,6,25.5,Modern stat,клён
Burny RLC60JS BLK,Burny,65.99,22,6,24.5,Les paul,красное дерево
G&L Tribute Legacy Gloss Black MP Poplar,G&L,85.0,24,6,25.5,Modern stat,тополь
Solar Guitars A1.7 Vinter,Solar,219.99,22,6,25.5,Modern stat,красное дерево
ARIA STG-57 BK,ARIA,26.99,24,6,26.5,Stratocaster,ольха
IBANEZ AZS2209B-BK,IBANEZ,228.0,24,6,24.5,Modern stat,красное дерево
IBANEZ AZES31-PRB,IBANEZ,38.0,24,6,25.0,Stratocaster,тополь
EPIPHONE ES-335 Figured Raspberry Tea Burst,EPIPHONE,95.25,24,6,25.5,Stratocaster,тополь
PEAVEY Raptor Custom MRG,PEAVEY,24.7,24,6,25.5,Modern stat,ольха
PEAVEY Raptor Plus Black,PEAVEY,23.4,24,6,25.5,другая форма,липа
Fernandes LE-1Z HH CW,Fernandes,35.99,24,6,26.5,Superstrat,красное дерево
Fernandes LE-1Z HH BLK,Fernandes,35.99,24,6,24.5,Stratocaster,красное дерево
CARAYA E200TGR,CARAYA,13.25,24,6,26.5,Modern stat,красное дерево
ROCKDALE Akira EXP Snow White,ROCKDALE,21.1,24,6,24.5,Superstrat,тополь
ROCKDALE Akira EXP Black,ROCKDALE,21.1,24,6,26.5,Modern stat,ольха
ROCKDALE Akira EX Reverse Black,ROCKDALE,21.1,24,6,24.5,Stratocaster,клён
ROCKDALE Akira EX Reverse Snow White,ROCKDALE,21.1,22,6,26.5,Modern stat,ольха
Russtone RUST-SSS BK,Russtone,15.72,22,6,26.5,Superstrat,клён
Russtone RUSSD-SSH MRS,Russtone,24.885,22,6,25.5,Superstrat,красное дерево
Russtone RUTC-SS NT,Russtone,17.03,24,6,25.5,Superstrat,тополь
ARIA PRO II 714-MK2 RBRD,ARIA,31.772,24,6,24.5,Modern stat,клён
SCHECTER OMEN-6 VWHT,SCHECTER,54.514,24,6,25.5,Stratocaster,клён
ARIA PRO II STG-004 WH,ARIA,15.886,22,6,24.5,Stratocaster,тополь
CORT G300-PRO-MGD G Series,CORT,70.17,22,6,25.5,Superstrat,ламинат
CORT G250-Spectrum-MEG G Series,CORT,35.98,22,6,26.5,Stratocaster,ольха
MOOER GTRS W800 Pearl Black,MOOER,89.99,22,6,25.5,Modern stat,тополь
MOOER GTRS S800 Green,MOOER,59.99,24,6,26.5,Modern stat,ольха
MOOER GTRS S801 Green,MOOER,59.99,24,6,25.5,Stratocaster,клён
MOOER GTRS S800 Blue,MOOER,59.99,22,6,25.5,Superstrat,ольха
MOOER GTRS S801 Blue,MOOER,59.99,22,6,26.5,Superstrat,ольха
STAGG SES-60 BLK,STAGG,18.49,24,6,25.5,Modern stat,тополь
STAGG SES-30 BK 3/4,STAGG,14.2,22,6,26.5,Stratocaster,красное дерево
STAGG SEM-ONE H BK,STAGG,17.99,22,6,26.5,Modern stat,тополь
STAGG SEL-DLX TR BLK,STAGG,28.99,24,6,25.5,Modern stat,красное дерево
ARIA JET-2 BK,ARIA,22.69,24,6,24.5,Superstrat,клён
SCHECTER SGR SOLO-II MSBK,SCHECTER,27.99,22,6,25.5,Superstrat,ольха
STAGG SEL-DLX W RED,STAGG,28.99,22,6,26.5,Superstrat,тополь
STAGG SEL-HB90 VYL,STAGG,19.85,24,6,24.5,Superstrat,красное дерево
SCHECTER SGR C-1 BLK,SCHECTER,27.39,22,6,26.5,Modern stat,красное дерево
STAGG SEL-HB90 BLK,STAGG,19.85,24,6,24.5,Superstrat,ольха
STAGG SET-STD BLK,STAGG,16.35,22,6,24.5,Modern stat,ольха
STAGG SES-55 WHB,STAGG,16.99,22,6,24.5,Modern stat,красное дерево
ARIA MAC-DLX STBR,ARIA,40.5,24,6,24.5,Stratocaster,клён
ARIA A-48CE N,ARIA,34.89,24,6,24.5,Modern stat,тополь
STAGG SEM-TWO H BK,STAGG,19.89,24,6,26.5,Stratocaster,тополь
DEAN TBX F BKS,DEAN,53.988,22,6,24.5,Superstrat,клён
DEAN EXILEX F BKS,DEAN,59.988,24,6,25.5,Modern stat,тополь
DEAN MDX F BKS,DEAN,59.988,22,6,26.5,Superstrat,тополь
DEAN MDX QM TBB,DEAN,47.99,22,6,25.5,Modern stat,тополь
DEAN MD24 F RM VBL,DEAN,95.991,22,6,26.5,Stratocaster,тополь
DEAN MD24 F RM VOR,DEAN,95.991,24,6,24.5,Stratocaster,красное дерево
JET JS-450 OBL,JET,34.6,22,6,25.5,Superstrat,красное дерево
JET JT-600 BS G,JET,56.7,24,6,24.5,Modern stat,клён
JET JS-700 MBK,JET,47.05,22,6,25.5,Superstrat,ольха
JET JS-700 CPR HS,JET,43.85,24,6,25.5,Modern stat,красное дерево
JET JT-350 SB R,JET,34.3,22,6,26.5,Modern stat,тополь
JET JT-300 LPB,JET,22.15,22,6,24.5,Stratocaster,клён
JET JS-300 GD,JET,22.15,22,6,24.5,Modern stat,красное дерево
JET JS-850 Relic FR,JET,63.1,22,6,26.5,Superstrat,клён
JET JT-350 Relic SB,JET,50.25,24,6,24.5,Superstrat,красное дерево
JET JS-300 BL R,JET,20.7,24,6,25.5,Stratocaster,тополь
JET JT-300 PK R,JET,20.7,22,6,24.5,Superstrat,тополь
Foix FEG/FEG-KG-20-RED,Foix,31.49,22,6,25.5,Modern stat,ольха
Foix FEG/FEG-KG-17-NAT,Foix,60.56,24,6,26.5,Modern stat,тополь
Foix FEG/FEG-KG-07-RED,Foix,31.49,24,6,24.5,Superstrat,красное дерево
Foix FEG/FEG-KG-21-RED,Foix,31.49,24,6,26.5,Stratocaster,клён
Foix FEG/FEG-KG-01-NAT,Foix,13.73,22,6,26.5,Superstrat,клён
Foix FEG/FEG-KG-08-RED,Foix,28.1,24,6,24.5,Stratocaster,тополь
Prodipe JMFST80MAFR,Prodipe,25.79,22,6,24.5,Stratocaster,красное дерево
Prodipe JMFST80MABL,Prodipe,29.53,22,6,25.5,Stratocaster,тополь
Prodipe JMFTC80MASB,Prodipe,30.63,24,6,24.5,Modern stat,ольха
Prodipe JMFTC80MABK,Prodipe,27.67,22,6,26.5,Stratocaster,ольха
Prodipe JMFTC80MABS,Prodipe,27.67,22,6,25.5,Stratocaster,красное дерево
Prodipe JMFST80MABK,Prodipe,30.62,22,6,25.5,Superstrat,ольха
Prodipe JMFST80MASB,Prodipe,29.12,22,6,25.5,Superstrat,клён
Prodipe JMFST80RASG,Prodipe,26.39,24,6,26.5,Superstrat,клён
Prodipe JMFSTJUNIORFR,Prodipe,15.6,22,6,24.5,Stratocaster,ольха
Prodipe JMFST80RAVW,Prodipe,33.48,24,6,26.5,Modern stat,тополь
Prodipe JMFST83RACAR,Prodipe,30.63,22,6,24.5,Stratocaster,тополь
Prodipe JMFST83RABK,Prodipe,27.67,24,6,24.5,Superstrat,ольха
Prodipe JMFST83RAVW,Prodipe,27.67,22,6,26.5,Superstrat,тополь
REDHILL STM300 CWH,REDHILL,25.188,24,6,24.5,Stratocaster,ольха
REDHILL STM300 RD,REDHILL,25.188,24,6,26.5,Modern stat,клён
REDHILL STM300 BK,REDHILL,25.188,22,6,26.5,Modern stat,красное дерево
REDHILL TLX100 BK,REDHILL,17.988,24,6,25.5,Superstrat,красное дерево
REDHILL LPX200 VS,REDHILL,31.788,22,6,25.5,Modern stat,ольха
REDHILL TLX100 CS,REDHILL,17.988,24,6,25.5,Modern stat,красное дерево
REDHILL TLX100 TBLS,REDHILL,17.988,24,6,25.5,Stratocaster,тополь
REDHILL STM400 NA,REDHILL,32.389,22,6,26.5,Superstrat,красное дерево
REDHILL TLX100 VS,REDHILL,17.988,24,6,25.5,Stratocaster,красное дерево
REDHILL TLX300 NA,REDHILL,20.988,22,6,25.5,Modern stat,тополь
REDHILL TLX300 RD,REDHILL,16.791,22,6,24.5,Stratocaster,ольха
REDHILL TLX300 TR,REDHILL,20.988,22,6,26.5,Stratocaster,ольха
REDHILL STM200 BK,REDHILL,17.988,24,6,26.5,Modern stat,ольха
REDHILL LPX200 TBK,REDHILL,31.788,22,6,25.5,Superstrat,тополь
REDHILL LPX200 TBL,REDHILL,31.788,22,6,24.5,Modern stat,тополь
REDHILL STM100 WH,REDHILL,16.788,22,6,26.5,Modern stat,клён
REDHILL TLX400 NA,REDHILL,28.788,22,6,24.5,Superstrat,ольха
REDHILL STM100 VS,REDHILL,17.268,22,6,26.5,Superstrat,красное дерево
REDHILL SGX200 BK,REDHILL,31.188,22,6,26.5,Modern stat,клён
Fabio ST100 SB,Fabio,15.502,22,6,25.5,Superstrat,клён
Fabio ST100 N,Fabio,15.502,22,6,25.5,Superstrat,клён
Fabio ST100 RDS,Fabio,15.502,22,6,25.5,Superstrat,красное дерево
Fabio ST200 N,Fabio,15.806,24,6,25.5,Modern stat,ольха
Fabio ST100 BK,Fabio,15.502,22,6,25.5,Superstrat,красное дерево
Fabio ST200 BLS,Fabio,15.806,24,6,25.5,Stratocaster,ольха
Fabio ST100 WH,Fabio,15.502,24,6,26.5,Superstrat,клён
Fabio ST200 BK,Fabio,15.806,22,6,25.5,Stratocaster,ольха
Fabio ST200 WH,Fabio,15.806,24,6,25.5,Superstrat,красное дерево
Fabio ST100 BLS,Fabio,15.502,24,6,26.5,Stratocaster,ольха
CARAYA E226N,CARAYA,20.37,22,6,25.5,Superstrat,тополь
Clevan CPA-50-CS,Clevan,25.63,24,6,26.5,Modern stat,красное дерево
Clevan CPA-80-BK,Clevan,28.85,24,6,26.5,Superstrat,красное дерево
Clevan CTD-30/FR-MRD,Clevan,24.73,24,6,26.5,Superstrat,красное дерево
Clevan CST-52/FR-BK,Clevan,23.96,22,6,26.5,Stratocaster,ольха
Burny RLC 55,Burny,65.99,24,6,24.5,Stratocaster,красное дерево
Sire S7 AWH,Sire,63.99,22,6,24.5,Superstrat,клён
Sire S7 3TS,Sire,63.99,24,6,26.5,Modern stat,тополь
Sire T7 FM TBK,Sire,69.99,24,6,26.5,Stratocaster,ольха
Sire T7 FM NT,Sire,69.99,24,6,24.5,Stratocaster,тополь
NF Guitars GR-22 (L-G3) BK,NF,16.99,22,6,24.5,Stratocaster,красное дерево
NF Guitars GR-22 (L-G3) MS/ ML,NF,16.99,24,6,24.5,Modern stat,клён
ENCORE E6SB,ENCORE,13.99,24,6,24.5,Superstrat,ольха
ENCORE E2BLK,ENCORE,12.99,24,6,26.5,Stratocaster,красное дерево
NF Guitars SB-22 (L-G1) BK,NF,12.99,22,6,26.5,Superstrat,ольха
NF Guitars SB-22 (L-G1) BL,NF,11.99,24,6,26.5,Superstrat,клён
NF Guitars SB-22 (L-G1) RD,NF,12.99,24,6,24.5,Modern stat,красное дерево
NF Guitars GR-22 (L-G3) MBL,NF,16.99,22,6,26.5,Modern stat,клён
NF Guitars GR-22 (L-G3) MRD,NF,16.99,22,6,24.5,Stratocaster,клён
NF Guitars SB-22 (L-G1) 3TS,NF,12.99,24,6,26.5,Stratocaster,ольха
Fernandes RXX06 MTR,Fernandes,39.99,24,6,25.5,Stratocaster,клён
Burny RSG60`63 CR,Burny,65.99,24,6,25.5,Stratocaster,ольха
Magna 7000R-BRD,Magna,49.84,22,6,26.5,Superstrat,красное дерево
Magna 2050F-FCB,Magna,36.73,24,6,24.5,Superstrat,красное дерево
Magna 3000T-FBB,Magna,32.71,22,6,26.5,Stratocaster,клён
Magna 2000E-SBK,Magna,29.91,24,6,24.5,Superstrat,ольха
Root Note ST201-BLK,Root,21.31,22,6,24.5,Stratocaster,ольха
Root Note ST202-AWH,Root,21.31,22,6,24.5,Modern stat,тополь
Magna 2000RFR-WH,Magna,28.09,22,6,26.5,Superstrat,ольха
Magna 2000RFR-BK,Magna,28.09,22,6,26.5,Stratocaster,тополь
Magna 2000EFR-WH,Magna,30.92,24,6,24.5,Superstrat,клён
Magna 2000EFR-BK,Magna,30.92,24,6,25.5,Modern stat,клён
Homage HEG350BK,Homage,13.53,22,6,26.5,Superstrat,ольха
Clevan CST-10RD,Clevan,12.62,22,6,25.5,Modern stat,ольха
Caraya E210BS,Caraya,12.95,24,6,25.5,Stratocaster,красное дерево
Homage HEG300RDS,Homage,10.93,22,6,25.5,Stratocaster,клён
Caraya E232FTBK,Caraya,18.6,22,6,26.5,Superstrat,красное дерево
Caraya E219RDS,Caraya,16.75,22,6,25.5,Telecaster,ольха
Caraya E239CS,Caraya,25.34,22,6,26.5,Modern stat,ольха
Inspector TT-9-sunburst,Inspector,71.269,24,6,25.5,Modern stat,тополь
Inspector Strateg-Black-Matter,Inspector,71.269,24,6,25.5,Stratocaster,красное дерево
Inspector Mirage-travel-Ash Honey,Inspector,61.38,24,6,24.5,Modern stat,тополь
Cort G200-WBAG-SKB,Cort,29.36,22,6,25.5,Stratocaster,ольха
Cort G200-WBAG-PPK,Cort,29.36,22,6,24.5,Stratocaster,тополь
Cort G250-WBAG-CGM,Cort,35.49,24,6,24.5,Modern stat,красное дерево
Cort G290-FAT-II-WBAG-TBB,Cort,68.11,24,6,25.5,Superstrat,клён
Cort G280-Select-WBAG-TCP,Cort,57.69,24,6,25.5,Modern stat,красное дерево
Root Note SG601-RED,Root,36.26,24,6,26.5,Modern stat,красное дерево
Cort Sunset-Nylectric-NAT-WBAG,Cort,48.47,22,6,26.5,Modern stat,красное дерево
Russtone RULP-HH WH,Russtone,22.265,24,6,24.5,Stratocaster,ольха
Russtone RUSSH-HH MBLS,Russtone,20.955,22,6,25.5,Modern stat,ольха
Russtone RUSSH-HSS MRS,Russtone,20.955,22,6,25.5,Stratocaster,клён
Russtone RUSSL-HH BK,Russtone,18.34,24,6,24.5,Superstrat,ольха
Russtone RUSSR-HSS BK,Russtone,18.34,22,6,24.5,Modern stat,клён
Prodipe JMFLP300RB,Prodipe,46.35,22,6,26.5,Modern stat,клён
Root Note ST202-BLK,Root,21.31,22,6,25.5,Superstrat,ольха
Root Note ST202-BSB,Root,21.31,22,6,24.5,Modern stat,тополь
Inspector Shturm-7-black,Inspector,82.36,24,6,25.5,Superstrat,ольха
Root Note ES601-BNS,Root,53.27,22,6,25.5,Stratocaster,клён
CRAFTER Modern Seoul VVS MP Tobacco Sunburst,CRAFTER,74.58,24,6,25.5,Modern stat,тополь
CRAFTER Modern Seoul MP Olimpic White,CRAFTER,71.52,24,6,26.5,Modern stat,тополь
CRAFTER Modern Seoul VVS RS Vintage Red,CRAFTER,74.58,22,6,24.5,Modern stat,клён
CRAFTER Charlotte (Silhouette) VVS MP Day Blue,CRAFTER,52.16,24,6,26.5,Superstrat,клён
CRAFTER Charlotte (Silhouette) VVS MP Tobacco Sunburst,CRAFTER,52.16,24,6,24.5,Superstrat,клён
TOM GA-T1ME,TOM,31.65,22,6,24.5,Modern stat,ольха
JAMES NELIGAN OLO-CE N,JAMES,18.25,24,6,26.5,Stratocaster,красное дерево
JAMES NELIGAN GLEN-OCE N,JAMES,19.25,24,6,24.5,Superstrat,клён
LA MANCHA Rubi CMX-CER,LA,42.75,22,6,24.5,Stratocaster,клён
SCHECTER TRADITIONAL PRO TBB (ROASTED MAPLE FRETBOARD),SCHECTER,101.5,24,6,26.5,Stratocaster,красное дерево
SCHECTER JACK FOWLER TRAD HT BLACK PEARL,SCHECTER,106.99,24,6,25.5,Superstrat,ольха
STAGG SA45 O-AC,STAGG,16.29,22,6,25.5,Superstrat,клён
STAGG SA45 DCE-AC,STAGG,20.79,22,6,26.5,Modern stat,ольха
LA MANCHA Rubi C-CE,LA,44.075,22,6,26.5,Stratocaster,клён
G&L Tribute ASAT Special Antique Sunburst RW,G&L,89.0,24,6,26.5,Superstrat,тополь
G&L Tribute Legacy 3-Tone Sunburst RW,G&L,91.0,24,6,25.5,Stratocaster,ольха
G&L Tribute Legacy L/H 3-Tone Sunburst RW,G&L,91.0,24,6,24.5,Modern stat,тополь
CRAFTER Crema MP Cosmic Black,CRAFTER,55.21,24,6,24.5,Stratocaster,красное дерево
CRAFTER Crema RS Olympic White,CRAFTER,55.21,24,6,26.5,Stratocaster,красное дерево
CRAFTER Crema RS Tobacco Sunburst,CRAFTER,55.21,22,6,25.5,Superstrat,ольха
CRAFTER Crema RS Cosmic Black,CRAFTER,55.21,24,6,26.5,Stratocaster,тополь
CRAFTER Modern Seoul RS Cosmic Black,CRAFTER,71.52,22,6,26.5,Superstrat,клён
CARAYA E252TRDS,CARAYA,18.07,24,6,26.5,Modern stat,красное дерево
CARAYA E231TRD,CARAYA,18.05,22,6,24.5,Modern stat,тополь
CARAYA E211RD,CARAYA,13.6,24,6,25.5,Superstrat,тополь
Caraya HL-1A-WH,Caraya,30.19,22,6,25.5,Stratocaster,ольха
Caraya HL-1A-RD,Caraya,30.19,22,6,26.5,Modern stat,ольха
Prodipe JMFTC90ALDERHB,Prodipe,40.44,22,6,26.5,Stratocaster,тополь
Prodipe JMFTC90ALDERTRD,Prodipe,40.44,22,6,24.5,Stratocaster,ольха
Prodipe JMFST93ALDERTB,Prodipe,40.44,22,6,25.5,Modern stat,ольха
Prodipe JMFST93ALDERTRD,Prodipe,40.44,22,6,24.5,Superstrat,тополь
Sire T3 TS,Sire,39.99,22,6,26.5,Superstrat,тополь
Sire S3 VWH,Sire,39.99,22,6,25.5,Superstrat,красное дерево
Sire S7 FM TBK,Sire,69.99,24,6,25.5,Superstrat,тополь
Sire S3 TS,Sire,39.99,22,6,25.5,Stratocaster,клён
Sire S3 BK,Sire,39.99,22,6,26.5,Modern stat,красное дерево
Sire S3 SSS TS,Sire,39.99,22,6,25.5,Stratocaster,красное дерево
Sire T3 VWH,Sire,39.99,24,6,24.5,Stratocaster,клён
Sire S7 CGM,Sire,63.99,24,6,24.5,Superstrat,красное дерево
Sire T7 FM TBL,Sire,69.99,24,6,24.5,Superstrat,ольха
Sire S7 Vintage 3TS,Sire,63.99,22,6,24.5,Modern stat,тополь
Sire S7 Vintage BK,Sire,63.99,24,6,24.5,Stratocaster,тополь
Sire S7 FM NT,Sire,69.99,22,6,26.5,Superstrat,красное дерево
Sire S3 SSS RED,Sire,39.99,24,6,24.5,Modern stat,красное дерево
Sire S3 SNB,Sire,39.99,22,6,24.5,Modern stat,ольха
Sire S7 Vintage AWH,Sire,63.99,24,6,26.5,Stratocaster,ольха
Sire S7 FM TBL,Sire,69.99,24,6,26.5,Stratocaster,тополь
Fernandes Dragonfly-X PW,Fernandes,49.99,22,6,25.5,Modern stat,ольха
Mooer GTRS M800 Pearl White,Mooer,69.99,24,6,24.5,Superstrat,тополь
Solar T1.6D,Solar,189.99,22,6,25.5,Superstrat,клён
Solar S1.6AQOB,Solar,209.99,24,6,26.5,Modern stat,тополь
Solar A1.7BOP-FF,Solar,179.99,24,6,25.5,Superstrat,красное дерево
Solar A2.7 Canibalismo+,Solar,125.99,22,6,26.5,Stratocaster,тополь
Solar A2.6 Canibalismo+,Solar,119.99,24,6,24.5,Modern stat,ольха
Solar V2.6 Canibalismo+,Solar,135.99,24,6,25.5,Superstrat,клён
Solar X1.6 Canibalismo+,Solar,219.99,22,6,25.5,Modern stat,тополь
Fernandes APG STD 16 VMB,Fernandes,65.99,22,6,25.5,Stratocaster,ольха
Fernandes APG STD 16 VGT,Fernandes,65.99,22,6,26.5,Superstrat,клён
Solar X2.7BOP+,Solar,159.99,22,6,26.5,Modern stat,клён
KEIPRO KS-Deluxe-F S.S.H THBK + bag,KEIPRO,60.2,24,6,24.5,Superstrat,тополь
KEIPRO KS-Classic S.S.S-R MMG + bag,KEIPRO,32.55,22,6,26.5,Superstrat,ольха
KEIPRO KT-Standard H.S-R SB + bag,KEIPRO,44.9,22,6,25.5,Modern stat,красное дерево
KEIPRO KS-Deluxe PRO-F H.S.H TBK + bag,KEIPRO,98.05,24,6,26.5,Superstrat,красное дерево
KEIPRO Modern M S.S.H PW + bag,KEIPRO,65.0,22,6,26.5,Superstrat,красное дерево
KEIPRO Modern PRO-F H.H TBL + bag,KEIPRO,97.4,22,6,25.5,Modern stat,тополь
KEIPRO Modern PRO-F H.H TPP + bag,KEIPRO,97.4,24,6,24.5,Stratocaster,тополь
KEIPRO KS-Classic S.S.S-R MTHB + bag,KEIPRO,32.55,22,6,26.5,Stratocaster,тополь
KEIPRO KT-Custom MPK + bag,KEIPRO,94.45,24,6,26.5,Superstrat,ольха
KEIPRO KS-Custom S.S.S OW + bag,KEIPRO,94.45,24,6,24.5,Superstrat,клён
KEIPRO KS-Custom S.S.S MHHB + bag,KEIPRO,94.45,22,6,24.5,Superstrat,клён
KEIPRO KT-Standard-M OW + bag,KEIPRO,41.75,24,6,26.5,Modern stat,ольха
KEIPRO KS-Standard S.S.H-R SGN + bag,KEIPRO,41.75,24,6,26.5,Stratocaster,тополь
KEIPRO Modern PRO-Q H.S.H TPPS + bag,KEIPRO,105.3,24,6,24.5,Superstrat,ольха
KEIPRO Modern M S.S.H CML + bag,KEIPRO,65.0,24,6,24.5,Modern stat,красное дерево
KEIPRO Modern R S.S.H NT + bag,KEIPRO,65.0,22,6,26.5,Modern stat,клён
KEIPRO KS-Standard S.S.H-M PW + bag,KEIPRO,41.75,22,6,24.5,Modern stat,клён
KEIPRO KT-Classic-R MIB + bag,KEIPRO,32.55,22,6,26.5,Superstrat,тополь
KEIPRO KT-Classic-R MMG + bag,KEIPRO,32.55,24,6,25.5,Superstrat,ольха
KEIPRO KT-Classic-R OW + bag,KEIPRO,32.55,22,6,25.5,Stratocaster,ольха
KEIPRO KT-Classic-M SB + bag,KEIPRO,32.55,22,6,26.5,Stratocaster,ольха
KEIPRO KT-Classic-R MSR + bag,KEIPRO,32.55,22,6,26.5,Modern stat,красное дерево
KEIPRO KS-Classic S.S.H-R SBL + bag,KEIPRO,32.55,24,6,26.5,Modern stat,клён
VESTON ST-HSS SBL,VESTON,13.26,22,6,25.5,Superstrat,тополь
VESTON ST-HSS SFG,VESTON,13.26,24,6,25.5,Stratocaster,тополь
VESTON TL-SS BTS,VESTON,13.48,22,6,26.5,Superstrat,ольха
VESTON EST BK,VESTON,15.35,22,6,26.5,Superstrat,тополь
VESTON ST-HSS WH,VESTON,13.61,22,6,25.5,Stratocaster,тополь
VESTON ST-SSS WH,VESTON,12.52,24,6,26.5,Modern stat,клён
VESTON ST-SSS SB,VESTON,12.43,22,6,25.5,Superstrat,красное дерево
VESTON ST-SSS SFG,VESTON,12.17,22,6,25.5,Stratocaster,тополь
VESTON ST-SSS SBL,VESTON,12.17,22,6,24.5,Stratocaster,клён
KEIPRO KT-Classic-M BK + bag,KEIPRO,32.55,24,6,26.5,Stratocaster,клён
KEIPRO KS-Classic S.S.S-R SB + bag,KEIPRO,32.55,22,6,26.5,Stratocaster,ольха
KEIPRO KT-Classic-R SB + bag,KEIPRO,32.55,24,6,25.5,Modern stat,ольха
KEIPRO KS-Classic S.S.H-R SB + bag,KEIPRO,32.55,22,6,25.5,Superstrat,клён
KEIPRO KS-Classic S.S.S-R OW + bag,KEIPRO,32.55,24,6,24.5,Modern stat,тополь
KEIPRO Modern PRO-Q H.S.H TBKS + bag,KEIPRO,105.3,22,6,24.5,Stratocaster,тополь
KEIPRO KT-Classic-M OW + bag,KEIPRO,32.55,22,6,26.5,Modern stat,тополь
KEIPRO Modern M S.S.H MBK + bag,KEIPRO,65.0,22,6,24.5,Superstrat,ольха
Bosstone LP-6 WH+Bag,Bosstone,20.705,22,6,26.5,Les paul,тополь
